Key,ShortKey,Source,Row,Module,Field,Role,CN,EN
Item_9855_Name,aGmF,d道具_Item_A.csv,419,Item,Name,,苦咒缚,Cursed Binding
State_3593_Desc,aXrX,z状态表_State_A.csv,2062,State,Desc,,队伍唯一：装备者造成的<IntoxicationIconKeywords:中毒>提高<WeaponEffect_Num:[StateArg1]%>。「打击」对目标敌人造成等同于攻击力 <WeaponEffect_Num:[StateArg2]%> 的<IntoxicationIconKeywords:中毒>。该效果每回合最多生效 3 次。,"<IntoxicationIconKeywords:Poison> inflicted by the wielder +<WeaponEffect_Num:[StateArg1]%>.\nWhenever one of their Strike Commands is played, inflict <IntoxicationIconKeywords:Poison> on the target equal to <WeaponEffect_Num:[StateArg2]%> of the wielder's ATK, up to 3 times per turn."
State_3593_WeaponDesc,aXrZ,z状态表_State_A.csv,2062,State,WeaponDesc,,装备者造成的<IntoxicationIconKeywords:中毒>提高<WeaponEffect_Num:[StateArg1]%>。「打击」对目标敌人造成 <WeaponEffect_Num:[Poison:DescArg1]> 层<IntoxicationIconKeywords:中毒>。该效果每回合最多生效 3 次。,"<IntoxicationIconKeywords:Poison> inflicted by the wielder +<WeaponEffect_Num:[StateArg1]%>.\nWhenever one of their Strike Commands is played, inflict <WeaponEffect_Num:[Poison:DescArg1]> <IntoxicationIconKeywords:Poison> on the target, up to 3 times per turn."
Item_10075_Name,aCOh,d道具_Item_A.csv,420,Item,Name,,切割与伤害,Sever and Scar
State_3070_Desc,aWKX,z状态表_State_A.csv,2065,State,Desc,,队伍唯一：装备者的「打击」使目标敌人失去等同于装备者攻击力 <WeaponEffect_Num:[StateArg1]%> 的临时<PowerIconKeywords:力量>。该效果一个回合内最多触发3次。,"Whenever one of the wielder's Strike Commands is played, inflict Temporary <ExhaustionIconKeywords:STR▼> on the target equal to <WeaponEffect_Num:[StateArg1]%> the wielder's ATK, up to 3 times per turn."
State_3070_WeaponDesc,aWKZ,z状态表_State_A.csv,2065,State,WeaponDesc,,装备者的「打击」使目标敌人临时降低 <WeaponEffect_Num:[Power:DescArg1]> 点<PowerIconKeywords:力量>。该效果一个回合内最多触发3次。,"Whenever one of the wielder's Strike Commands is played, inflict <WeaponEffect_Num:[Power:DescArg1]> Temporary <ExhaustionIconKeywords:STR▼> on the target, up to 3 times per turn."
Item_9764_Name,aGgh,d道具_Item_A.csv,421,Item,Name,,伏于夜色,Cloaked in the Night
State_3591_Desc,aXrR,z状态表_State_A.csv,2060,State,Desc,,队伍唯一：装备者造成的<RetaliateIconKeywords:反击>提高 <WeaponEffect_Num:[StateArg1]%>。「防御」获得等同于装备者防御力  <WeaponEffect_Num:[StateArg2]%> 的临时反击，在首领战中，改为获得 3 倍临时反击。死亡抵抗触发后，对所有敌人造成等同于自身反击层数 <WeaponEffect_Num:[StateArg3]%> 的固定伤害。,"<RetaliateIconKeywords:Counter> gained from the wielder +<WeaponEffect_Num:[StateArg1]%>.\nWhenever one of their Defense Commands is played, gain Temp. <RetaliateIconKeywords:Counter> equal to <WeaponEffect_Num:[StateArg2]%> of their DEF. In Boss Battles, gain 3× that much Temp. <RetaliateIconKeywords:Counter> instead.\nWhenever <DeathResistanceIconKeywords:Death Resistance> triggers, deal <RealDamage:Fixed DMG> to all enemies equal to <WeaponEffect_Num:[StateArg3]%> of your <RetaliateIconKeywords:Counter>."
State_3591_WeaponDesc,aXrT,z状态表_State_A.csv,2060,State,WeaponDesc,,装备者造成的<RetaliateIconKeywords:反击>提高 <WeaponEffect_Num:[StateArg1]%>。打出「防御」后获得 <WeaponEffect_Num:[Counterattack:DescArg1]> 层临时反击，在首领战中，改为获得 3 倍临时反击。死亡抵抗触发后，对所有敌人造成等同于自身反击层数 <WeaponEffect_Num:[StateArg3]%> 的固定伤害。,"<RetaliateIconKeywords:Counter> gained from the wielder +<WeaponEffect_Num:[StateArg1]%>.\nWhenever one of their Defense Commands is played, gain <WeaponEffect_Num:[Counterattack:DescArg1]> Temp. <RetaliateIconKeywords:Counter>. In Boss Battles, gain 3× that much Temp. <RetaliateIconKeywords:Counter> instead.\nWhenever <DeathResistanceIconKeywords:Death Resistance> triggers, deal <RealDamage:Fixed DMG> to all enemies equal to <WeaponEffect_Num:[StateArg3]%> of your <RetaliateIconKeywords:Counter>."
Item_10077_Name,aCOp,d道具_Item_A.csv,422,Item,Name,,冒险的行囊,Adventurer's Pack
State_3071_Desc,aWLa,z状态表_State_A.csv,2068,State,Desc,,队伍唯一：打出装备者的「防御」后，获得等同于装备者攻击力 <WeaponEffect_Num:[StateArg1]%> 的临时<PowerIconKeywords:力量>。,"Whenever one of the wielder's Defense Commands is played, gain Temporary <PowerIconKeywords:STR> equal to <WeaponEffect_Num:[StateArg1]%> the wielder's ATK."
State_3071_WeaponDesc,aWLc,z状态表_State_A.csv,2068,State,WeaponDesc,,打出装备者的「防御」后，获得  <WeaponEffect_Num:[Power:DescArg1]> 点临时<PowerIconKeywords:力量>。,"Whenever one of the wielder's Defense Commands is played, gain <WeaponEffect_Num:[Power:DescArg1]> Temporary <PowerIconKeywords:STR>."
Item_10078_Name,aCOt,d道具_Item_A.csv,423,Item,Name,,死亡的剖析,Analysis of Death
State_3072_Desc,aWLd,z状态表_State_A.csv,2069,State,Desc,,队伍唯一：装备者击杀敌方后，获得 <WeaponEffect_Num:[StateArg1]> 狂气，获得 1% 暴击伤害，整场探索有效。,"Whenever the wielder kills an enemy, they gain <WeaponEffect_Num:[StateArg1]> Aliemus and +1% Crit. DMG. This Crit. DMG persists between battles."
State_3072_WeaponDesc,aWLf,z状态表_State_A.csv,2069,State,WeaponDesc,,装备者击杀敌方后，获得 <WeaponEffect_Num:[StateArg1]> 狂气，获得 1% 暴击伤害，整场探索有效。,"Whenever the wielder kills an enemy, they gain <WeaponEffect_Num:[StateArg1]> Aliemus and +1% Crit. DMG. This Crit. DMG persists between battles."
Item_10079_Name,aCOx,d道具_Item_A.csv,424,Item,Name,,致挚友,To My Dearest Friend
State_3073_Desc,aWLg,z状态表_State_A.csv,2070,State,Desc,,队伍唯一：装备者释放狂气爆发后，全体友方本回合暴击率提高 <WeaponEffect_Num:[StateArg1]%>。,"After the wielder Exalts, all Awakeners gain +<WeaponEffect_Num:[StateArg1]%> Temporary Crit. Rate."
State_3073_WeaponDesc,aWLi,z状态表_State_A.csv,2070,State,WeaponDesc,,装备者释放狂气爆发后，全体友方本回合暴击率提高 <WeaponEffect_Num:[StateArg1]%>。,"After the wielder Exalts, all Awakeners gain +<WeaponEffect_Num:[StateArg1]%> Temporary Crit. Rate."
Item_10080_Name,aCOB,d道具_Item_A.csv,425,Item,Name,,记忆症候,Memory Syndrome
State_3074_Desc,aWLj,z状态表_State_A.csv,2071,State,Desc,,队伍唯一：打出一张症状卡后，装备者获得 <WeaponEffect_Num:[StateArg1]> 点狂气。该效果一个回合内最多触发 2 次。装备者打出 1 张指令卡后，获得 1 点狂气。,"Whenever a Symptom card is played, the wielder gains <WeaponEffect_Num:[StateArg1]> Aliemus, up to 2 times per turn.\nWhenever one of the wielder's Command Cards is played, they gain <Energy:1> Aliemus."
State_3074_WeaponDesc,aWLl,z状态表_State_A.csv,2071,State,WeaponDesc,,打出一张症状卡后，装备者获得 <WeaponEffect_Num:[StateArg1]> 点狂气。该效果一个回合内最多触发 2 次。装备者打出 1 张指令卡后，获得 1 点狂气。,"Whenever a Symptom card is played, the wielder gains <WeaponEffect_Num:[StateArg1]> Aliemus, up to 2 times per turn.\nWhenever one of the wielder's Command Cards is played, they gain <Energy:1> Aliemus."
Item_9693_Name,aGaR,d道具_Item_A.csv,426,Item,Name,,心之壁垒,Mind Barrier
State_3075_Desc,aWLm,z状态表_State_A.csv,2074,State,Desc,,队伍唯一：装备者释放狂气爆发后，获得等同于装备者防御力 <WeaponEffect_Num:[StateArg1]%> 的护盾。,"After the wielder Exalts, gain Shield equal to <WeaponEffect_Num:[StateArg1]%> of the wielder's DEF."
State_3075_WeaponDesc,aWLo,z状态表_State_A.csv,2074,State,WeaponDesc,,装备者释放狂气爆发后，获得 <WeaponEffect_Num:[Block:DescArg1]> 点护盾。,"After the wielder Exalts, gain <WeaponEffect_Num:[Block:DescArg1]> Shield."
Item_9741_Name,aGex,d道具_Item_A.csv,427,Item,Name,,临界点,Critical Point
State_3076_Desc,aWLp,z状态表_State_A.csv,2075,State,Desc,,队伍唯一：装备者造成伤害后使其暴击率提高 <WeaponEffect_Num:[StateArg1]%>，造成暴击后清空该效果获得的暴击率。,"Whenever the wielder deals DMG, their Crit. Rate +<WeaponEffect_Num:[StateArg1]%>; this increase is reset when they score a Critical Hit."
State_3076_WeaponDesc,aWLr,z状态表_State_A.csv,2075,State,WeaponDesc,,装备者造成伤害后使其暴击率提高 <WeaponEffect_Num:[StateArg1]%>，造成暴击后清空该效果获得的暴击率。,"Whenever the wielder deals DMG, their Crit. Rate +<WeaponEffect_Num:[StateArg1]%>; this increase is reset when they score a Critical Hit."
Item_9691_Name,aGaJ,d道具_Item_A.csv,428,Item,Name,,勋爵手杖,Nobleman's Staff
State_3783_Desc,aXGz,z状态表_State_A.csv,2077,State,Desc,,队伍唯一：装备者狂气爆发基础伤害提高 <WeaponEffect_Num:[StateArg1]%>，护盾和生命回复提高 <WeaponEffect_Num:[StateArg2]%>。,The Base DMG of the wielder's Exalt +<WeaponEffect_Num:[StateArg1]%>.\nShield gained from and HP recovered by the wielder +<WeaponEffect_Num:[StateArg2]%>.
State_3783_WeaponDesc,aXGB,z状态表_State_A.csv,2077,State,WeaponDesc,,装备者狂气爆发基础伤害提高 <WeaponEffect_Num:[StateArg1]%>，护盾和生命回复提高 <WeaponEffect_Num:[StateArg2]%>。,The Base DMG of the wielder's Exalt +<WeaponEffect_Num:[StateArg1]%>.\nShield gained from and HP recovered by the wielder +<WeaponEffect_Num:[StateArg2]%>.
Item_9692_Name,aGaN,d道具_Item_A.csv,429,Item,Name,,信息就是生命,Data is Flesh
State_3784_Desc,aXGC,z状态表_State_A.csv,2078,State,Desc,,队伍唯一：装备者指令卡基础伤害提高 <WeaponEffect_Num:[StateArg1]%>，护盾和生命回复提高 <WeaponEffect_Num:[StateArg2]%>。,The Base DMG of the wielder's Command Cards +<WeaponEffect_Num:[StateArg1]%>.\nShield gained from and HP recovered by the wielder +<WeaponEffect_Num:[StateArg2]%>.
State_3784_WeaponDesc,aXGE,z状态表_State_A.csv,2078,State,WeaponDesc,,装备者指令卡基础伤害提高 <WeaponEffect_Num:[StateArg1]%>，护盾和生命回复提高 <WeaponEffect_Num:[StateArg2]%>。,The Base DMG of the wielder's Command Cards +<WeaponEffect_Num:[StateArg1]%>.\nShield gained from and HP recovered by the wielder +<WeaponEffect_Num:[StateArg2]%>.
Item_9610_Name,aFUJ,d道具_Item_A.csv,430,Item,Name,,聚首时刻,Moment of Reunion
State_3034_Desc,aWIB,z状态表_State_A.csv,2079,State,Desc,,队伍唯一：每打出 1 张装备者的卡牌，就获得 <WeaponEffect_Num:[StateArg1]> 银钥能量。该效果单个回合最多生效 3 次。,"Whenever one of the wielder's cards is played, gain <WeaponEffect_Num:[StateArg1]> Keyflare, up to 3 times per turn."
State_3034_WeaponDesc,aWID,z状态表_State_A.csv,2079,State,WeaponDesc,,每打出 1 张装备者的卡牌，就获得 <WeaponEffect_Num:[StateArg1]> 银钥能量。该效果单个回合最多生效 3 次。,"Whenever one of the wielder's cards is played, gain <WeaponEffect_Num:[StateArg1]> Keyflare, up to 3 times per turn."
Item_9697_Name,aGbh,d道具_Item_A.csv,431,Item,Name,,不存在之地,The Land of Nonexistence
State_3782_Desc,aXGw,z状态表_State_A.csv,2081,State,Desc,,队伍唯一：探索开始时，将一张装备者的「防御」加入牌库，装备者「防御」护盾提高  <WeaponEffect_Num:[StateArg1]%>。,"At the start of investigation, add 1 of the wielder's Basic Defense to the deck.\nShield gained from the wielder's Defense Commands +<WeaponEffect_Num:[StateArg1]%>."
State_3782_WeaponDesc,aXGy,z状态表_State_A.csv,2081,State,WeaponDesc,,探索开始时，将一张装备者的「防御」加入牌库，装备者「防御」护盾提高  <WeaponEffect_Num:[StateArg1]%>。,"At the start of investigation, add 1 of the wielder's Basic Defense to the deck.\nShield gained from the wielder's Defense Commands +<WeaponEffect_Num:[StateArg1]%>."
Item_9695_Name,aGaZ,d道具_Item_A.csv,432,Item,Name,,遗忘之手,Hand of Oblivion
State_3788_Desc,aXGO,z状态表_State_A.csv,2083,State,Desc,,队伍唯一：探索开始时，将一张装备者的「打击」加入牌库，装备者「打击」基础伤害提高 <WeaponEffect_Num:[StateArg1]%>。,"At the start of investigation, add 1 of the wielder's Basic Strike to the deck.\nThe Base DMG of the wielder's Strike Commands +<WeaponEffect_Num:[StateArg1]%>."
State_3788_WeaponDesc,aXGQ,z状态表_State_A.csv,2083,State,WeaponDesc,,探索开始时，将一张装备者的「打击」加入牌库，装备者「打击」基础伤害提高 <WeaponEffect_Num:[StateArg1]%>。,"At the start of investigation, add 1 of the wielder's Basic Strike to the deck.\nThe Base DMG of the wielder's Strike Commands +<WeaponEffect_Num:[StateArg1]%>."
Item_34858_Name,aCYt,d道具_Item_A.csv,433,Item,Name,,35mm的魔法,35mm Magic
State_35238_Desc,aXkJ,z状态表_State_A.csv,2085,State,Desc,,队伍唯一：装备者造成的护盾和中毒提高  <WeaponEffect_Num:[StateArg1]%>。每当触发死亡抵抗，所有唤醒体获得  <WeaponEffect_Num:[StateArg2]%> 临时暴击率和暴击伤害。,"<IntoxicationIconKeywords:Poison> inflicted by and Shield gained from the wielder each +<WeaponEffect_Num:[StateArg1]%>.\nWhenever <DeathResistanceIconKeywords:Death Resistance> triggers, all Awakeners gain <WeaponEffect_Num:[StateArg2]%> Temporary Crit. Rate & Crit. DMG."
State_35238_WeaponDesc,aXkL,z状态表_State_A.csv,2085,State,WeaponDesc,,装备者造成的护盾和中毒提高  <WeaponEffect_Num:[StateArg1]%>。每当触发死亡抵抗，所有唤醒体获得  <WeaponEffect_Num:[StateArg2]%> 临时暴击率和暴击伤害。,"<IntoxicationIconKeywords:Poison> inflicted by and Shield gained from the wielder each +<WeaponEffect_Num:[StateArg1]%>.\nWhenever <DeathResistanceIconKeywords:Death Resistance> triggers, all Awakeners gain <WeaponEffect_Num:[StateArg2]%> Temporary Crit. Rate & Crit. DMG."
Item_41379_Name,aDhZ,d道具_Item_A.csv,434,Item,Name,,伊萨拉乌的目光,Isarau's Gaze
State_41340_Desc,aXQQ,z状态表_State_A.csv,2086,State,Desc,,队伍唯一：装备者造成的护盾和反击提高 <WeaponEffect_Num:[StateArg1]%>。每当受到攻击时，有 <WeaponEffect_Num:[StateArg2]%> 概率使所有唤醒体获得 1 点狂气。,"Shield and <RetaliateIconKeywords:Counter> gained from the wielder each +<WeaponEffect_Num:[StateArg1]%>.\nWhenever an enemy attacks you, there is a <WeaponEffect_Num:[StateArg2]%> chance to grant all Awakeners <Energy:1> Aliemus."
State_41340_WeaponDesc,aXQS,z状态表_State_A.csv,2086,State,WeaponDesc,,装备者造成的护盾和反击提高 <WeaponEffect_Num:[StateArg1]%>。每当受到攻击时，有 <WeaponEffect_Num:[StateArg2]%> 概率使所有唤醒体获得 1 点狂气。,"Shield and <RetaliateIconKeywords:Counter> gained from the wielder each +<WeaponEffect_Num:[StateArg1]%>.\nWhenever an enemy attacks you, there is a <WeaponEffect_Num:[StateArg2]%> chance to grant all Awakeners <Energy:1> Aliemus."
Item_44832_Name,aDjd,d道具_Item_A.csv,435,Item,Name,,镜中人,Man in the Mirror
State_44828_Desc,aXUx,z状态表_State_A.csv,2087,State,Desc,,队伍唯一：回合结束时，装备者获得 [StateArg1] 点狂气。受到攻击伤害时，下回合开始时获得 <WeaponEffect_Num:[StateArg2]%> 伤害的护盾。若当前界域为血肉，不再获得延迟护盾，而是积攒 <WeaponEffect_Num:[StateArg2]%> 伤害的回复量到猩红熔炉。,"At the end of each turn, the wielder gains <Energy:[StateArg1]> Aliemus.\nAt the start of each turn, gain Shield equal to <WeaponEffect_Num:[StateArg2]%> of the DMG dealt by enemies last turn.\nIf the Realm includes Caro, accumulate that much Crimson Furnace instead."
State_44828_WeaponDesc,aXUz,z状态表_State_A.csv,2087,State,WeaponDesc,,回合结束时，装备者获得 <WeaponEffect_Num:[StateArg1]> 点狂气。受到攻击伤害时，下回合开始时获得 <WeaponEffect_Num:[Float:StateArg2]%> 伤害的护盾。若当前界域为血肉，不再获得延迟护盾，而是积攒 <WeaponEffect_Num:[Float:StateArg2]%> 伤害的回复量到猩红熔炉。,"At the end of each turn, the wielder gains <Energy:[StateArg1]> Aliemus.\nAt the start of each turn, gain Shield equal to <WeaponEffect_Num:[Float:StateArg2]%> of the DMG dealt by enemies last turn.\nIf the Realm includes Caro, accumulate that much Crimson Furnace instead."
Item_45297_Name,aDlZ,d道具_Item_A.csv,436,Item,Name,,银鳕鱼的决心,Silver Cod's Determination
State_47557_Desc,aYgS,z状态表_State_A.csv,2089,State,Desc,,"队伍唯一：探索开始后，装备者进入银鳕鱼人格状态。装备者释放狂气爆发后将在银鳕鱼人格和猫咪人格之间切换。
银鳕鱼人格：装备者造成伤害后获得 <WeaponEffect_Num:[StateArg1]> 银钥能量。猫咪人格：装备者造成伤害后，装备者的临时暴击伤害 <WeaponEffect_Num:+[StateArg2]%> 。这两个效果共享每回合最多触发 5 次的机会。","At the start of investigation, the wielder's Silver Cod alter begins to front. After the wielder Exalts, they switch between Silver Cod and Kitty.\n<Italic:Silver Cod> —  Whenever the wielder deals DMG, gain <WeaponEffect_Num:[StateArg1]> Keyflare.\n<Italic:Kitty> —  Whenever the wielder deals DMG, their Crit. DMG +<WeaponEffect_Num:[StateArg2]%> this turn.\nThese two DMG-based effects share a maximum of 5 triggers each turn."
State_47557_WeaponDesc,aYgU,z状态表_State_A.csv,2089,State,WeaponDesc,,"探索开始后，装备者进入银鳕鱼人格状态。装备者释放狂气爆发后将在银鳕鱼人格和猫咪人格之间切换。
银鳕鱼人格：装备者造成伤害后获得 <WeaponEffect_Num:[StateArg1]> 银钥能量。猫咪人格：装备者造成伤害后，装备者的临时暴击伤害 <WeaponEffect_Num:+[StateArg2]%> 。这两个效果共享每回合最多触发 5 次的机会。","The wielder began investigation with Silver Cod fronting. After the wielder Exalts, they switch between Silver Cod and Kitty.\n<Italic:Silver Cod> —  Whenever the wielder deals DMG, gain <WeaponEffect_Num:[StateArg1]> Keyflare.\n<Italic:Kitty> —  Whenever the wielder deals DMG, their Crit. DMG +<WeaponEffect_Num:[StateArg2]%> this turn.\nThese two DMG-based effects share a maximum of 5 triggers each turn."
Item_47521_Name,aDwZ,d道具_Item_A.csv,437,Item,Name,,灼热的吻别,Kiss of Farewell
State_50021_Desc,aYrE,z状态表_State_A.csv,2097,State,Desc,,队伍唯一：装备者释放狂气爆发后，获得等同于装备者攻击力 <WeaponEffect_Num:[StateArg1]%> 的<PowerIconKeywords:力量>。若当前界域为「血肉」，释放狂气爆发后，胚胎融合 <WeaponEffect_Num:+[StateArg2]%> 。,"After the wielder Exalts, gain <PowerIconKeywords:STR> equal to <WeaponEffect_Num:[StateArg1]%> of the wielder's ATK and increase <EmbryoFusionIconKeywords:Embryo Fusion> by +<WeaponEffect_Num:[StateArg2]%>."
State_50021_WeaponDesc,aYrG,z状态表_State_A.csv,2097,State,WeaponDesc,,装备者释放狂气爆发后，获得 <WeaponEffect_Num:[Power:DescArg1]> 点<PowerIconKeywords:力量>。若当前界域为「血肉」，释放狂气爆发后，胚胎融合 <WeaponEffect_Num:+[StateArg2]%> 。,"After the wielder Exalts, gain <WeaponEffect_Num:[Power:DescArg1]> <PowerIconKeywords:STR> and increase <EmbryoFusionIconKeywords:Embryo Fusion> by +<WeaponEffect_Num:[StateArg2]%>."
Item_47519_Name,aDwR,d道具_Item_A.csv,438,Item,Name,,深海的呼唤,Deep Sea's Call
State_49542_Desc,aYoK,z状态表_State_A.csv,2096,State,Desc,,队伍唯一：战斗开始后，获得装备者攻击力 <WeaponEffect_Num:[StateArg1]%> 的力量，若当前界域为「深海」，还会提高装备者攻击力 <WeaponEffect_Num:[StateArg2]%> 的触腕伤害。,"At the start of battle, gain <PowerIconKeywords:STR> equal to <WeaponEffect_Num:[StateArg1]%> of the wielder's ATK and <TentacleInjurieIconKeywords:Tentacle DMG> equal to <WeaponEffect_Num:[StateArg2]%> of their ATK."
State_49542_WeaponDesc,aYoM,z状态表_State_A.csv,2096,State,WeaponDesc,,战斗开始后，获得 <WeaponEffect_Num:[Power:DescArg1]> 点力量，若当前界域为「深海」，还会获得 <WeaponEffect_Num:[DescArg2]> 点触腕伤害。,"At the start of battle, gain <WeaponEffect_Num:[Power:DescArg1]> <PowerIconKeywords:STR> & <WeaponEffect_Num:[DescArg2]> <TentacleInjurieIconKeywords:Tentacle DMG>."
Item_53767_Name,aDOh,d道具_Item_A.csv,439,Item,Name,,百万蒙宠之眼,Million Loving Gaze
State_54561_Desc,aYAK,z状态表_State_A.csv,2098,State,Desc,,队伍唯一：装备者造成的伤害数值提高装备者攻击力的 <WeaponEffect_Num:[StateArg1]%>。若当前界域为「血肉」，装备者每当触发了吞噬效果，额外使装备者造成的伤害数值提高装备者攻击力的 3%。,The wielder's Final DMG increases by <WeaponEffect_Num:[StateArg1]%> of their ATK. As part of the wielder's [<DevouredIconKeywords:Devour>: Their Final DMG increases by another 3% of their ATK until end of battle.]
State_54561_WeaponDesc,aYAM,z状态表_State_A.csv,2098,State,WeaponDesc,,装备者造成的伤害提高 [DescArg1] 点。若当前界域为「血肉」，装备者每当触发了吞噬效果，额外使装备者造成的伤害提高 [DescArg2] 点。,The wielder's Final DMG +<WeaponEffect_Num:[DescArg1]>. As part of the wielder's [<DevouredIconKeywords:Devour>: Their Final DMG +[DescArg2] for this battle.]
Item_47520_Name,aDwV,d道具_Item_A.csv,440,Item,Name,,往昔的花与诗,Poetic Bygone Days
State_55866_Desc,aYDm,z状态表_State_A.csv,2101,State,Desc,,队伍唯一：战斗开始时抽 1 张装备者的指令卡，并有 <WeaponEffect_Num:[StateArg1]%> 的几率使其算力消耗降低 1。每当触发死亡抵抗，都会重复触发 1 次该效果。,"At the start of battle, draw 1 of the wielder's Command Cards at random. There is a <WeaponEffect_Num:[StateArg1]%> chance to reduce its Arithmetica Cost by 1 until it's played.\nWhenever <DeathResistanceIconKeywords:Death Resistance> triggers, repeat this effect once."
State_55866_WeaponDesc,aYDo,z状态表_State_A.csv,2101,State,WeaponDesc,,战斗开始时抽 1 张装备者的指令卡，并有 <WeaponEffect_Num:[StateArg1]%> 的几率使其算力消耗降低 1。每当触发死亡抵抗，都会重复触发 1 次该效果。,"At the start of battle, draw 1 of the wielder's Command Cards at random. There is a <WeaponEffect_Num:[StateArg1]%> chance to reduce its Arithmetica Cost by 1 until it's played.\nWhenever <DeathResistanceIconKeywords:Death Resistance> triggers, repeat this effect once."
Item_56641_Name,aEgJ,d道具_Item_A.csv,441,Item,Name,,冰川下的沉眠,Slumber Beneath the Glacier
State_57751_Desc,aYII,z状态表_State_A.csv,2102,State,Desc,,队伍唯一：装备者造成的护盾提高 <WeaponEffect_Num:[StateArg1]%>。释放钥令后所有唤醒体获得 <WeaponEffect_Num:[StateArg2]%> 临时暴击率和暴击伤害，但附加最大生命 3% 的献祭。若当前界域为「深海」，释放钥令后还会使触腕伤害提高装备者攻击力的 <WeaponEffect_Num:[StateArg3]%>。,"Shield gained from the wielder +<WeaponEffect_Num:[StateArg1]%>.\nWhenever you unleash a Posse, all Awakeners gain +<WeaponEffect_Num:[StateArg2]%> Temp. Crit. Rate & Crit. DMG and <TentacleInjurieIconKeywords:Tentacle DMG> equal to <WeaponEffect_Num:[StateArg3]%> of the wielder's ATK, but suffer <SacrificeKeyWord:Sacrifice> equal to 3% of Max HP."
State_57751_WeaponDesc,aYIK,z状态表_State_A.csv,2102,State,WeaponDesc,,装备者造成的护盾提高 <WeaponEffect_Num:[StateArg1]%>。释放钥令后所有唤醒体获得 <WeaponEffect_Num:[StateArg2]%> 临时暴击率和暴击伤害，但附加 [DescArg1] 点献祭。若当前界域为「深海」，释放钥令后还会使触腕伤害提高 [DescArg2] 点。,"Shield gained from the wielder +<WeaponEffect_Num:[StateArg1]%>.\nWhenever you unleash a Posse, all Awakeners gain +<WeaponEffect_Num:[StateArg2]%> Temp. Crit. Rate & Crit. DMG and <WeaponEffect_Num:[DescArg2]> <TentacleInjurieIconKeywords:Tentacle DMG>, but suffer [DescArg1] <SacrificeKeyWord:Sacrifice>."
Item_56639_Name,aEgB,d道具_Item_A.csv,443,Item,Name,,永不停歇的演奏,Never-Ending Performance
State_60594_Desc,aYYv,z状态表_State_A.csv,2106,State,Desc,,队伍唯一：回合结束后，装备者获得 5 点狂气。装备者释放狂气爆发后，本回合打出的下一张装备者的指令卡暴击率、暴击伤害、护盾、回复生命提高 <WeaponEffect_Num:[StateArg1]%>。,"At the end of each turn, the wielder gains <Energy:5> Aliemus.\nAfter the wielder Exalts, the Crit. Rate & Crit. DMG of, Shield gained from, and HP recovered by their next Command Card this turn each +<WeaponEffect_Num:[StateArg1]%>."
State_60594_WeaponDesc,aYYx,z状态表_State_A.csv,2106,State,WeaponDesc,,回合结束后，装备者获得 5 点狂气。装备者释放狂气爆发后，本回合打出的下一张装备者的指令卡暴击率、暴击伤害、护盾、回复生命提高 <WeaponEffect_Num:[StateArg1]%>。,"At the end of each turn, the wielder gains <Energy:5> Aliemus.\nAfter the wielder Exalts, the Crit. Rate & Crit. DMG of, Shield gained from, and HP recovered by their next Command Card this turn each +<WeaponEffect_Num:[StateArg1]%>."
Item_56640_Name,aEgF,d道具_Item_A.csv,442,Item,Name,,命运轮盘赌,Fate Roulette
State_58259_Desc,aYLR,z状态表_State_A.csv,2103,State,Desc,,队伍唯一：装备者暴击率提高 <WeaponEffect_Num:[StateArg1]%>。装备者击杀敌人后获得 <WeaponEffect_Num:[StateArg2]> 点黑印，在探索中最多触发 3 次。触发 3 次后本次探索中装备者永久提高 <WeaponEffect_Num:[StateArg3]%> 暴击率。,"The wielder's Crit. Rate +<WeaponEffect_Num:[StateArg1]%>.\nWhenever the wielder kills an enemy, receive <WeaponEffect_Num:[StateArg2]> Black Sigils. (This effect triggers up to 3 times during an investigation.)\nWhen triggers reach 3, the wielder's Crit. Rate increases by another +<WeaponEffect_Num:[StateArg3]%> until investigation concludes."
State_58259_WeaponDesc,aYLT,z状态表_State_A.csv,2103,State,WeaponDesc,,装备者暴击率提高 <WeaponEffect_Num:[StateArg1]%>。装备者击杀敌人后获得 <WeaponEffect_Num:[DescArg2]> 点黑印，在探索中最多触发 3 次([DescArg1]/3)。触发 3 次后本次探索中装备者永久提高 <WeaponEffect_Num:[StateArg3]%> 暴击率。,"The wielder's Crit. Rate +<WeaponEffect_Num:[StateArg1]%>.\nWhenever the wielder kills an enemy, receive <WeaponEffect_Num:[DescArg2]> Black Sigils. (This effect has triggered [DescArg1]/3 times.)\nWhen triggers reach 3, the wielder's Crit. Rate is increased by another +<WeaponEffect_Num:[StateArg3]%> until investigation concludes."
Item_56635_Name,aEgl,d道具_Item_A.csv,444,Item,Name,,待到雪山消融,Til the Snow Melts
